product_id,slug,name,short_desc,long_desc,category,subcategory,tags_keywords,format,file_count,included_files,size_estimate,version,changelog,release_date,compatibility,dependencies,license_type,seats,redistribution_policy,price_usd,compare_at_price,cost_basis,discount_eligibility,bundle_id,bundle_role,upsell_targets,cross_sell_targets,status,last_updated,owner,support_level,support_docs_link,demo_link,sample_available,sample_link,primary_keyword,secondary_keywords,intent,lead_magnet,email_capture_required,landing_page_type,execution_mode,market_type,risk_level,disclosure_required
AA-PRM-TRD-TRADEPLAN-PRO-011,prompt-trading-trade-plan,Trade Plan Prompt Chain,Prompt chain for trade plan and execution notes,Prompts for setup entry exit and post-trade review,prompt,prompt_chain,trading;trade plan;prompt chain,md,15,trade_plan_chain.md;review_templates.md,1.5MB,1.0.0,/changelog/AA-PRM-TRD-TRADEPLAN-PRO-011,2026-02-22,openai;anthropic;cursor,market_data_api,commercial,5,no_redistribution,39,59,6,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-SKL-TRD-RISKCHECK-PRO-022,AA-UTL-TRD-RISKPOLICYKIT-PRO-038,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/prompt-trading-trade-plan,https://agentassets.io/demo/prompt-trading-trade-plan,N,,trade plan prompts,trade planning prompt chain;risk planning prompts,BOFU,N,N,product,research,crypto_perps,med,N
AA-PRM-TRD-RISKJOURNAL-PRO-012,prompt-trading-risk-journal,Risk Journal Prompt Pack,Prompts for risk review and journaling,Prompt templates for position review and discipline checks,prompt,prompt_pack,trading;risk journaling;prompts,md,12,risk_journal_prompts.md;journal_templates.md,1.1MB,1.0.0,/changelog/AA-PRM-TRD-RISKJOURNAL-PRO-012,2026-02-22,openai;anthropic,none,commercial,5,no_redistribution,29,49,4,all,AA-BND-TRD-PREDICTION-STD-047,add_on,AA-SKL-TRD-RISKCHECK-PRO-022,AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/prompt-trading-risk-journal,https://agentassets.io/demo/prompt-trading-risk-journal,Y,https://agentassets.io/sample/prompt-trading-risk-journal,trading risk prompts,trade journal prompts;risk review prompts,TOFU,Y,Y,library,research,hybrid,med,N
AA-SKL-GEN-TOOLROUTER-CORE-013,skill-tool-router,Tool Router Skill Module,Tool call routing skill for agent workflows,Skill module for deterministic tool selection and routing fallback,skill,tool_call_spec,generalist;tool routing;skill,md,8,SKILL.md;io_schema.json;tests.md,1.9MB,1.0.0,/changelog/AA-SKL-GEN-TOOLROUTER-CORE-013,2026-02-22,openai;anthropic;cursor;langchain,runtime_node,commercial,5,no_redistribution,89,129,12,all,AA-BND-GEN-BUILDERKIT-PRO-044,core,AA-SKL-GEN-IOVALIDATE-CORE-014,AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-tool-router,https://agentassets.io/demo/skill-tool-router,N,,tool routing skill,agent tool router;skill md module,BOFU,N,N,product,none,none,low,N
AA-SKL-GEN-IOVALIDATE-CORE-014,skill-io-validate,IO Validation Skill Module,Schema driven input and output validation,Skill module with strict contracts and coercion rules,skill,io_schema,generalist;validation;skill,md;json,10,SKILL.md;input_schema.json;output_schema.json,2.1MB,1.0.0,/changelog/AA-SKL-GEN-IOVALIDATE-CORE-014,2026-02-22,openai;anthropic;cursor;langchain,ajv,commercial,5,no_redistribution,99,149,15,all,AA-BND-GEN-BUILDERKIT-PRO-044,core,AA-SKL-GEN-ERRORRETRY-CORE-015,AA-UTL-GEN-JSONSCHEMAPACK-CORE-032,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-io-validate,https://agentassets.io/demo/skill-io-validate,N,,io validation skill,input output schema skill;agent validation,BOFU,N,N,product,none,none,low,N
AA-SKL-GEN-ERRORRETRY-CORE-015,skill-error-retry,Error Retry Skill Module,Retry timeout and fallback patterns,Skill module for resilient execution and failure recovery,skill,error_handling,generalist;error handling;retry,md;yaml,9,SKILL.md;retry_policy.yaml;tests.md,1.8MB,1.0.1,/changelog/AA-SKL-GEN-ERRORRETRY-CORE-015,2026-02-22,openai;anthropic;langchain,none,commercial,5,no_redistribution,89,139,13,all,AA-BND-GEN-BUILDERKIT-PRO-044,core,AA-AGT-GEN-WORKFLOWORCH-PRO-027,AA-UTL-GEN-GUARDRAILSYAML-CORE-033,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-error-retry,https://agentassets.io/demo/skill-error-retry,N,,error handling skill,retry policy skill;agent resilience module,BOFU,N,N,product,none,none,med,N
AA-SKL-MKT-CONTENTPIPE-PRO-016,skill-marketing-content-pipeline,Content Pipeline Skill,Marketing content workflow skill with scoring,Skill module for briefs generation scoring and publication gates,skill,workflow_skill,marketing;content pipeline;skill,md;json;yaml,11,SKILL.md;pipeline_schema.json;guardrails.yaml,2.4MB,1.0.0,/changelog/AA-SKL-MKT-CONTENTPIPE-PRO-016,2026-02-22,openai;anthropic;cursor;langchain,cms_api,commercial,10,no_redistribution,129,189,20,all,AA-BND-MKT-VERTICAL-PRO-045,core,AA-AGT-MKT-CONTENTOPS-PRO-024,AA-DOC-MKT-PLAYBOOK-CORE-041,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-marketing-content-pipeline,https://agentassets.io/demo/skill-marketing-content-pipeline,N,,marketing skill module,content workflow skill;campaign ops skill,BOFU,N,N,product,none,none,med,N
AA-SKL-MKT-BRIEFSCORING-PRO-017,skill-marketing-brief-scoring,Brief Scoring Skill,Quality scoring skill for marketing briefs,Skill module for brief completeness clarity and risk scoring,skill,io_schema,marketing;brief scoring;skill,md;json,8,SKILL.md;brief_score_schema.json,1.7MB,1.0.0,/changelog/AA-SKL-MKT-BRIEFSCORING-PRO-017,2026-02-22,openai;anthropic;cursor,none,commercial,10,no_redistribution,79,119,10,all,AA-BND-MKT-VERTICAL-PRO-045,add_on,AA-SKL-MKT-CONTENTPIPE-PRO-016,AA-PRM-MKT-COPYTEST-PACK-004,draft,2026-02-22T12:00:00Z,catalog-team,email,https://agentassets.io/docs/skill-marketing-brief-scoring,https://agentassets.io/demo/skill-marketing-brief-scoring,Y,https://agentassets.io/sample/skill-marketing-brief-scoring,brief scoring skill,marketing quality scoring;brief validator skill,MOFU,Y,Y,library,none,none,low,N
AA-SKL-SUP-SLAAUTOMATION-PRO-018,skill-support-sla-automation,SLA Automation Skill,Support SLA timer and breach handling skill,Skill module for SLA clocks escalations and notifications,skill,workflow_skill,support ops;sla;skill,md;yaml,10,SKILL.md;sla_policy.yaml;tests.md,2.2MB,1.0.0,/changelog/AA-SKL-SUP-SLAAUTOMATION-PRO-018,2026-02-22,openai;anthropic;cursor;langchain,helpdesk_api,commercial,10,no_redistribution,109,159,17,all,AA-BND-SUP-VERTICAL-PRO-046,core,AA-SKL-SUP-ESCALATIONFLOW-PRO-019,AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-support-sla-automation,https://agentassets.io/demo/skill-support-sla-automation,N,,sla automation skill,support sla skill;ticket automation skill,BOFU,N,N,product,none,none,med,N
AA-SKL-SUP-ESCALATIONFLOW-PRO-019,skill-support-escalation-flow,Escalation Flow Skill,Escalation logic with guardrails,Skill module for escalation triggers approvals and handoffs,skill,error_handling,support ops;escalation;skill,md;yaml,9,SKILL.md;escalation_rules.yaml,1.9MB,1.0.0,/changelog/AA-SKL-SUP-ESCALATIONFLOW-PRO-019,2026-02-22,openai;anthropic;cursor,helpdesk_api,commercial,10,no_redistribution,99,149,15,all,AA-BND-SUP-VERTICAL-PRO-046,core,AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,AA-PRM-SUP-TICKETTRIAGE-PACK-006,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-support-escalation-flow,https://agentassets.io/demo/skill-support-escalation-flow,N,,support escalation skill,escalation workflow skill;support guardrails,BOFU,N,N,product,none,none,med,N
AA-SKL-TRD-DATANORMALIZE-PRO-020,skill-trading-data-normalize,Trading Data Normalize Skill,Normalize market and event data feeds,Skill module for harmonizing symbols contracts and timestamps,skill,io_schema,trading;data normalization;skill,md;json,11,SKILL.md;market_data_schema.json;tests.md,2.6MB,1.0.0,/changelog/AA-SKL-TRD-DATANORMALIZE-PRO-020,2026-02-22,openai;anthropic;langchain,market_data_api;news_api,commercial,10,no_redistribution,149,219,24,all,AA-BND-TRD-PREDICTION-STD-047,core,AA-SKL-TRD-STRATEGYIO-PRO-021,AA-UTL-TRD-MARKETSCHEMAS-PRO-037,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-trading-data-normalize,https://agentassets.io/demo/skill-trading-data-normalize,N,,trading data normalization,market data skill;prediction market schema skill,BOFU,N,N,product,research,hybrid,med,N
AA-SKL-TRD-STRATEGYIO-PRO-021,skill-trading-strategy-io,Strategy IO Skill,Structured strategy input and output schemas,Skill module for strategy definitions and execution intents,skill,io_schema,trading;strategy io;skill,md;json,10,SKILL.md;strategy_input_schema.json;strategy_output_schema.json,2.4MB,1.0.0,/changelog/AA-SKL-TRD-STRATEGYIO-PRO-021,2026-02-22,openai;anthropic;langchain,market_data_api,commercial,10,no_redistribution,169,249,27,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-SKL-TRD-RISKCHECK-PRO-022,AA-AGT-TRD-SIGNALENGINE-PRO-028,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-trading-strategy-io,https://agentassets.io/demo/skill-trading-strategy-io,N,,trading strategy schema skill,trade action schema;signal interface skill,BOFU,N,N,product,research,crypto_perps,med,N
AA-SKL-TRD-RISKCHECK-PRO-022,skill-trading-risk-check,Risk Check Skill,Risk controls for signal and order validation,Skill module enforcing limits stop rules and circuit breakers,skill,error_handling,trading;risk controls;skill,md;yaml;json,12,SKILL.md;risk_profile.yaml;trade_action_schema.json,2.8MB,1.0.0,/changelog/AA-SKL-TRD-RISKCHECK-PRO-022,2026-02-22,openai;anthropic;langchain,market_data_api;risk_engine,commercial,10,no_redistribution,189,279,31,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-SKL-TRD-EXECADAPTER-PRO-023,AA-UTL-TRD-RISKPOLICYKIT-PRO-038,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-trading-risk-check,https://agentassets.io/demo/skill-trading-risk-check,N,,trading risk check skill,position risk skill;circuit breaker skill,BOFU,N,N,product,research,hybrid,high,Y
AA-SKL-TRD-EXECADAPTER-PRO-023,skill-trading-execution-adapter,Execution Adapter Skill,Connector skill for paper and live execution,Skill module for venue adapters routing and failover behavior,skill,tool_call_spec,trading;execution adapter;skill,md;json;yaml,13,SKILL.md;connector_map.json;fallback_rules.yaml,3.0MB,1.0.0,/changelog/AA-SKL-TRD-EXECADAPTER-PRO-023,2026-02-22,openai;anthropic;langchain,exchange_api;prediction_market_api,commercial,10,no_redistribution,199,299,35,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-AGT-TRD-LIVECOORD-PRO-030,AA-UTL-TRD-RISKPOLICYKIT-PRO-038,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/skill-trading-execution-adapter,https://agentassets.io/demo/skill-trading-execution-adapter,N,,execution adapter skill,live trading connector skill;order routing skill,BOFU,N,N,product,live,hybrid,high,Y
AA-AGT-MKT-CONTENTOPS-PRO-024,agent-marketing-content-ops,Content Ops Agent,Packaged marketing operations agent,Agent package for planning drafting reviewing and publishing,agent,workflow_agent,marketing;agent;content ops,mixed,24,agent_config.yaml;tests.md;deploy.md;templates/,8.5MB,1.0.0,/changelog/AA-AGT-MKT-CONTENTOPS-PRO-024,2026-02-22,openai;anthropic;langchain,cms_api;scheduler,commercial,10,no_redistribution,499,699,95,all,AA-BND-MKT-VERTICAL-PRO-045,core,AA-BND-GEN-PROSUITE-ELT-049,AA-SKL-MKT-CONTENTPIPE-PRO-016,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-marketing-content-ops,https://agentassets.io/demo/agent-marketing-content-ops,N,,marketing agent package,content ops agent;marketing automation agent,BOFU,N,N,product,none,none,med,N
AA-AGT-MKT-SEOAUTOPLAN-PRO-025,agent-marketing-seo-autoplan,SEO Autoplan Agent,Agent for SEO planning and cluster execution,Agent package for topic planning internal links and outline generation,agent,task_agent,marketing;seo agent;planning,mixed,20,agent_config.yaml;tests.md;deploy.md;prompts/,7.4MB,1.0.0,/changelog/AA-AGT-MKT-SEOAUTOPLAN-PRO-025,2026-02-22,openai;anthropic;langchain,seo_api;cms_api,commercial,10,no_redistribution,399,599,80,all,AA-BND-MKT-VERTICAL-PRO-045,core,AA-BND-GEN-PROSUITE-ELT-049,AA-PRM-MKT-SEOCLUSTER-SUITE-005,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-marketing-seo-autoplan,https://agentassets.io/demo/agent-marketing-seo-autoplan,N,,seo agent pack,seo automation agent;topic cluster agent,BOFU,N,N,product,none,none,med,N
AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,agent-support-ticket-autopilot,Ticket Autopilot Agent,Agent for support triage and workflow automation,Agent package for ticket intake routing and escalation handling,agent,workflow_agent,support ops;ticket agent;automation,mixed,22,agent_config.yaml;tests.md;deploy.md;playbooks/,8.1MB,1.0.0,/changelog/AA-AGT-SUP-TICKETAUTOPILOT-PRO-026,2026-02-22,openai;anthropic;langchain,helpdesk_api;notification_api,commercial,10,no_redistribution,499,699,92,all,AA-BND-SUP-VERTICAL-PRO-046,core,AA-BND-GEN-PROSUITE-ELT-049,AA-SKL-SUP-SLAAUTOMATION-PRO-018,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-support-ticket-autopilot,https://agentassets.io/demo/agent-support-ticket-autopilot,N,,support automation agent,ticket triage agent;helpdesk workflow agent,BOFU,N,N,product,none,none,med,N
AA-AGT-GEN-WORKFLOWORCH-PRO-027,agent-workflow-orchestrator,Workflow Orchestrator Agent,General workflow orchestration agent package,Packaged orchestrator for multi-step execution with retry and logging,agent,workflow_agent,generalist;workflow orchestrator;agent,mixed,23,agent_config.yaml;tests.md;deploy.md;runbooks/,8.9MB,1.0.0,/changelog/AA-AGT-GEN-WORKFLOWORCH-PRO-027,2026-02-22,openai;anthropic;cursor;langchain,scheduler;queue,commercial,10,no_redistribution,449,649,88,all,AA-BND-GEN-PROSUITE-ELT-049,core,AA-UTL-GEN-GUARDRAILSYAML-CORE-033,AA-SKL-GEN-ERRORRETRY-CORE-015,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-workflow-orchestrator,https://agentassets.io/demo/agent-workflow-orchestrator,N,,workflow orchestrator agent,multi step agent;orchestration package,BOFU,N,N,product,none,none,med,N
AA-AGT-TRD-SIGNALENGINE-PRO-028,agent-trading-signal-engine,Signal Engine Agent,Trading signal generation agent package,Agent package for ingestion scoring signal ranking and explanations,agent,vertical_agent,trading;signal engine;agent,mixed,26,agent_config.yaml;strategy_templates/;tests.md;deploy.md,9.6MB,1.0.0,/changelog/AA-AGT-TRD-SIGNALENGINE-PRO-028,2026-02-22,openai;anthropic;langchain,market_data_api;news_api,commercial,10,no_redistribution,699,999,140,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-AGT-TRD-PAPERORCH-PRO-029,AA-SKL-TRD-STRATEGYIO-PRO-021,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-signal-engine,https://agentassets.io/demo/agent-trading-signal-engine,N,,trading signal agent,signal generation agent;market intelligence agent,BOFU,N,N,product,research,hybrid,high,Y
AA-AGT-TRD-PAPERORCH-PRO-029,agent-trading-paper-orchestrator,Paper Trading Orchestrator Agent,Agent for paper trade simulation workflows,Agent package for simulated order flow evaluation and reporting,agent,vertical_agent,trading;paper trading;agent,mixed,27,agent_config.yaml;simulator_templates/;tests.md;deploy.md,10.2MB,1.0.0,/changelog/AA-AGT-TRD-PAPERORCH-PRO-029,2026-02-22,openai;anthropic;langchain,market_data_api;paper_trading_api,commercial,10,no_redistribution,799,1199,165,all,AA-BND-TRD-SYSTEMS-PRO-048,core,AA-AGT-TRD-LIVECOORD-PRO-030,AA-SKL-TRD-RISKCHECK-PRO-022,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-paper-orchestrator,https://agentassets.io/demo/agent-trading-paper-orchestrator,N,,paper trading agent,simulation agent;paper trade orchestration,BOFU,N,N,product,paper,hybrid,high,Y
AA-AGT-TRD-LIVECOORD-PRO-030,agent-trading-live-coordinator,Live Execution Coordinator Agent,Agent coordinating live order execution safely,Agent package for live venue routing with policy checks and circuit breakers,agent,vertical_agent,trading;live execution;agent,mixed,30,agent_config.yaml;live_runbook.md;tests.md;deploy.md;guardrails/,11.4MB,1.0.0,/changelog/AA-AGT-TRD-LIVECOORD-PRO-030,2026-02-22,openai;anthropic;langchain,exchange_api;prediction_market_api;risk_engine,commercial,10,no_redistribution,999,1399,220,bundle_only,AA-BND-TRD-SYSTEMS-PRO-048;AA-BND-GEN-PROSUITE-ELT-049,core,AA-BND-GEN-ENTERPRISE-CST-050,AA-SKL-TRD-EXECADAPTER-PRO-023,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-live-coordinator,https://agentassets.io/demo/agent-trading-live-coordinator,N,,live trading agent,live execution coordinator;order routing agent,BOFU,N,N,product,live,hybrid,high,Y
AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,agent-trading-posttrade-analytics,Post Trade Analytics Agent,Agent for post-trade analysis and journaling,Agent package for pnl attribution review and behavior tracking,agent,vertical_agent,trading;post trade;agent,mixed,24,agent_config.yaml;analysis_templates/;tests.md;deploy.md,8.7MB,1.0.0,/changelog/AA-AGT-TRD-POSTTRADEANALYTICS-PRO-031,2026-02-22,openai;anthropic;langchain,market_data_api;analytics_api,commercial,10,no_redistribution,699,999,140,all,AA-BND-TRD-SYSTEMS-PRO-048,add_on,AA-BND-GEN-PROSUITE-ELT-049,AA-PRM-TRD-RISKJOURNAL-PRO-012,draft,2026-02-22T12:00:00Z,catalog-team,priority,https://agentassets.io/docs/agent-trading-posttrade-analytics,https://agentassets.io/demo/agent-trading-posttrade-analytics,N,,post trade analytics agent,trading analytics agent;journal automation agent,BOFU,N,N,product,research,hybrid,med,N
